"Target"	"x90_1"	"x90_2"	"x60_1"
1	-1.15672842080965	-2.03305486207654	0.61366274878037
1	0.420604463593654	-0.68193522767789	-1.88196842528863
1	-1.87952718950013	-1.49093100673257	-0.882281072517665
1	-2.12750750257937	-0.286183707849102	-1.6115791787332
1	-1.29656230771794	-0.334389029775168	-0.135625109012821
1	-2.04743195223069	-0.199905914658118	-0.328637132671457
1	-0.375392081682804	0.328248751987106	0.484575013681138
1	1.02640756251237	0.548171402530902	1.42823336226696
1	-2.0154245008488	0.190015142476474	-0.350461693117411
1	1.40389195550444	-1.54621704662526	-1.48684679535989
1	-1.47987019021606	-2.83588664560272	-0.347715236014436
1	-2.99770689926099	-1.70003489619204	-0.311771101009208
1	-1.56372692341773	0.000945591231575338	-1.17836274498542
1	-1.9316733846845	1.31507008771985	0.566017282085493
1	0.412342550983029	-2.60276432170005	-0.914178330524795
1	-0.810352271290677	-1.46931816068968	-0.603228399068763
1	-0.0251081129584246	-1.77802300049535	0.340318527032723
1	-1.03111509130007	-2.30911661716606	3.28942410695359
1	-0.909736349797805	-1.09720454652334	-1.97873786415657
1	-0.566710729200329	-0.829324240878014	-0.261192754663959
1	-0.498583421601221	-0.907158352112099	1.66334921280201
1	0.682262386588013	-0.543050715430206	0.0458037014763143
1	-0.960579318301892	-0.365711724869336	-0.320078091532591
1	0.767520096374955	-0.334009465293782	0.272811621315511
1	0.936612821095358	0.362150746234528	0.0700436517108355
1	-1.19740383794627	1.02495945732747	-0.0720204972747596
1	-0.0820710256831397	-0.383243451154916	1.22177269845232
1	-0.0968974221621666	-0.570368559440874	-1.0981194767871
1	0.847898365255637	-1.11481711353328	-0.637771077192754
1	0.838192367883369	-0.941521230223065	1.21954428849233
1	-1.69913198671318	2.20120699207506	0.588879907215184
1	-0.951868628651463	1.00166077032585	-0.835909600816354
1	-0.184160353835116	1.92515535800131	-0.632397090907974
1	-0.670256520407562	-0.0840203375434172	-0.860834513521428
1	0.478303022286492	-1.08483697314233	-1.97855755461373
1	-0.0820171539761092	-1.46486291644801	0.00714417399904052
1	0.373205406249208	0.832021429898216	-1.20150945561799
1	0.259201956332176	0.423443799552931	-1.80129889295685
1	-0.647704454544658	-0.103278719337442	-0.600854821964869
1	-0.939892501890756	-1.4404731715713	-2.20108829269965
1	-2.50252438724374	0.13416047308504	0.322740331832235
1	-1.47214300924564	1.09633705298111	2.38105593025555
1	-0.779273578413436	-0.449598900958266	0.334429229381629
1	1.3369185613031	-0.835173635956933	-2.19051237167901
1	-0.623349582167054	-1.81668575576348	-0.605805073618748
1	0.198182360826023	0.751221609275002	-0.232002545447427
1	-1.32073298173907	0.224653771049283	-0.409480860950986
1	-0.345435658238716	-1.00578855455311	1.16531876858031
1	-0.490933875230743	0.242695789241578	0.594798942438598
1	-0.5448480404173	-1.20835072235321	0.212843979947296
1	0.485743243079069	-0.621287538206407	-0.041835334430183
1	-0.704419790028333	-1.05041152558546	0.421523384692818
1	-0.502057518822163	-0.253389722426255	0.417617897931619
1	-0.447698346542407	-0.127701740579432	-1.1260038659597
1	-0.700575258079273	-1.59648011513937	-1.40394370114395
1	-0.881930852767667	-0.284256182821081	-0.0976929540222028
1	-0.428578019138095	0.441413261606862	-0.501255647790112
1	-1.26278339420139	-0.419868465258778	0.26884942995958
1	-0.617512050946424	-1.32120058232047	0.258749468491744
1	-0.324894748074079	-0.224640196532555	0.0301187404752683
1	-0.957023322143628	-0.458786945403348	0.687468417649346
1	-0.946129877014272	-0.401032200475255	0.0980147358279895
1	0.047292403039132	-1.55949465873899	0.630798134198693
1	0.397759299530653	1.42507759437706	-1.28426255423332
1	0.593622708647207	-0.318024822057299	-0.962065848042188
1	-1.10094033113805	-0.182783237374804	-0.00976830879365001
1	-0.662506265815414	-1.74799411362667	-1.04484711847169
1	-3.16302853731207	0.385976637923661	1.28613355922897
1	3.11254553791881	-1.31913534662051	-1.11333756285475
1	0.226790238971795	0.298882103386944	0.807187209923457
1	0.27045440281042	-0.0920803761169463	0.226902400881977
